Specialization,Certifications,CGPA/Percentage,Skills_ID_Categorized,Recommended_Career,Education_Level_ID_Categorized,Certifications_ID_Categorized
Finance,AWS Certified,75,"Komunikasi, Konseling, Python",Software Engineer,Doktor,Cloud bersertifikat (AWS)
Engineering,Mental Health Basics,78,"Keuangan & Akuntansi, MS Office, SQL",Akademisi/Dosen,SMA/Sederajat,Kesehatan Mental
Business,Google Data Analytics,60,Konseling,Financial Analyst,SMA/Sederajat,Analisis Data Google
Commerce,CFA Level 1,64,"Keuangan & Akuntansi, Komunikasi, SQL",Business Analyst,SMA/Sederajat,Keuangan (CFA)
Arts,Creative Writing,62,"Konseling, SQL",Asisten Penjualan,SMA/Sederajat,Penulisan Kreatif
Psychology,No Certification,91,"Komunikasi, Python",Software Engineer,Sarjana,Tanpa Sertifikat
Engineering,CFA Level 1,66,"Keuangan & Akuntansi, Machine Learning",Software Engineer,SMA/Sederajat,Keuangan (CFA)
Commerce,Digital Marketing,78,"Komunikasi, MS Office, Pemasaran",Eksekutif Pemasaran,Sarjana,Pemasaran Digital
Science,Digital Marketing,88,Analisis Data & IT,Staf Administrasi,Doktor,Pemasaran Digital
Computer Science,AWS Certified,62,Analisis Data & IT,Konselor Sekolah,Magister,Cloud bersertifikat (AWS)
Arts,No Certification,85,Analisis Data & IT,Akuntan Junior,SMA/Sederajat,Tanpa Sertifikat
Computer Science,Google Data Analytics,73,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,Sarjana,Analisis Data Google
Engineering,Creative Writing,95,Analisis Data & IT,Konselor Sekolah,SMA/Sederajat,Penulisan Kreatif
Commerce,No Certification,78,"Machine Learning, Python",Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
Arts,AWS Certified,93,"Machine Learning, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Tally ERP,63,"Konseling, Pemasaran, SQL",Konselor Sekolah,Doktor,Keuangan & ERP
Science,No Certification,67,"Keuangan & Akuntansi, Konseling, Python",ML Engineer,SMA/Sederajat,Tanpa Sertifikat
Psychology,Digital Marketing,60,"Analisis Data & IT, Keuangan & Akuntansi",Financial Analyst,SMA/Sederajat,Pemasaran Digital
Commerce,Mental Health Basics,95,Keuangan & Akuntansi,Eksekutif Pemasaran,Doktor,Kesehatan Mental
Business,Creative Writing,75,"Analisis Data & IT, Konseling, SQL",Business Analyst,Sarjana,Penulisan Kreatif
Science,No Certification,74,"Machine Learning, Pemasaran, SQL",Akademisi/Dosen,SMA/Sederajat,Tanpa Sertifikat
Computer Science,Digital Marketing,84,"Analisis Data & IT, Python",Ilmuwan Peneliti,Magister,Pemasaran Digital
Science,Mental Health Basics,74,Pemasaran,Business Analyst,Magister,Kesehatan Mental
Psychology,Creative Writing,92,Keuangan & Akuntansi,Akademisi/Dosen,Sarjana,Penulisan Kreatif
Computer Science,Creative Writing,89,Pemasaran,Business Analyst,Magister,Penulisan Kreatif
Commerce,Mental Health Basics,70,Analisis Data & IT,Akademisi/Dosen,Sarjana,Kesehatan Mental
Finance,Digital Marketing,78,"Keuangan & Akuntansi, Pemasaran",Financial Analyst,Magister,Pemasaran Digital
Computer Science,AWS Certified,75,Machine Learning,Akuntan Junior,Magister,Cloud bersertifikat (AWS)
Business,Google Data Analytics,89,Pemasaran,Konselor Sekolah,Magister,Analisis Data Google
Business,Creative Writing,94,Keuangan & Akuntansi,Staf Administrasi,SMA/Sederajat,Penulisan Kreatif
Science,Tally ERP,71,SQL,Financial Analyst,SMA/Sederajat,Keuangan & ERP
Psychology,AWS Certified,84,"Keuangan & Akuntansi, Komunikasi",Software Engineer,Sarjana,Cloud bersertifikat (AWS)
Computer Science,Creative Writing,62,"Konseling, Machine Learning, Python",Operator Entri Data,Doktor,Penulisan Kreatif
Arts,Tally ERP,62,"Keuangan & Akuntansi, Konseling",Eksekutif Pemasaran,SMA/Sederajat,Keuangan & ERP
Arts,No Certification,91,Python,Business Analyst,SMA/Sederajat,Tanpa Sertifikat
Computer Science,No Certification,70,"Keuangan & Akuntansi, Komunikasi, SQL",Asisten Penjualan,SMA/Sederajat,Tanpa Sertifikat
Psychology,Google Data Analytics,83,Keuangan & Akuntansi,ML Engineer,Magister,Analisis Data Google
Computer Science,CFA Level 1,67,Komunikasi,Operator Entri Data,SMA/Sederajat,Keuangan (CFA)
Computer Science,Google Data Analytics,66,"Konseling, Machine Learning, Python",Business Analyst,Magister,Analisis Data Google
Psychology,Creative Writing,80,Machine Learning,Staf Administrasi,Sarjana,Penulisan Kreatif
Arts,Google Data Analytics,73,"Machine Learning, Python, SQL",Financial Analyst,Magister,Analisis Data Google
Arts,Creative Writing,95,Komunikasi,Staf Administrasi,Doktor,Penulisan Kreatif
Business,Tally ERP,89,"Analisis Data & IT, SQL",Asisten Penjualan,Sarjana,Keuangan & ERP
Computer Science,AWS Certified,82,"Keuangan & Akuntansi, MS Office, SQL",Ilmuwan Peneliti,Magister,Cloud bersertifikat (AWS)
Finance,Creative Writing,87,"Keuangan & Akuntansi, Komunikasi, Machine Learning",Akuntan Junior,SMA/Sederajat,Penulisan Kreatif
Psychology,No Certification,86,Pemasaran,Akademisi/Dosen,SMA/Sederajat,Tanpa Sertifikat
Commerce,Mental Health Basics,95,Python,Akademisi/Dosen,SMA/Sederajat,Kesehatan Mental
Arts,Tally ERP,85,Machine Learning,Operator Entri Data,Magister,Keuangan & ERP
Computer Science,AWS Certified,76,"Komunikasi, Machine Learning, Pemasaran",Konselor Sekolah,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Tally ERP,66,"Analisis Data & IT, Machine Learning, Pemasaran",Konselor Sekolah,Sarjana,Keuangan & ERP
Engineering,Mental Health Basics,71,Machine Learning,Operator Entri Data,SMA/Sederajat,Kesehatan Mental
Business,AWS Certified,81,"Keuangan & Akuntansi, Machine Learning",Konselor Sekolah,Magister,Cloud bersertifikat (AWS)
Business,Digital Marketing,90,"Konseling, Machine Learning, Python",ML Engineer,Magister,Pemasaran Digital
Finance,No Certification,80,"Analisis Data & IT, Komunikasi, Pemasaran",Konselor Sekolah,SMA/Sederajat,Tanpa Sertifikat
Commerce,Creative Writing,89,"Keuangan & Akuntansi, Machine Learning, SQL",ML Engineer,Doktor,Penulisan Kreatif
Commerce,AWS Certified,71,"Keuangan & Akuntansi, MS Office",Staf Administrasi,Magister,Cloud bersertifikat (AWS)
Commerce,Google Data Analytics,65,Python,Staf Administrasi,SMA/Sederajat,Analisis Data Google
Psychology,CFA Level 1,86,Python,Staf Administrasi,Magister,Keuangan (CFA)
Engineering,CFA Level 1,81,"MS Office, Python",Konselor Sekolah,Sarjana,Keuangan (CFA)
Finance,Mental Health Basics,88,Keuangan & Akuntansi,Asisten Penjualan,Doktor,Kesehatan Mental
Finance,AWS Certified,85,"Keuangan & Akuntansi, Pemasaran, Python",Konselor Sekolah,Sarjana,Cloud bersertifikat (AWS)
Commerce,CFA Level 1,93,Analisis Data & IT,Financial Analyst,Magister,Keuangan (CFA)
Engineering,Tally ERP,71,"Keuangan & Akuntansi, Pemasaran",Operator Entri Data,SMA/Sederajat,Keuangan & ERP
Computer Science,CFA Level 1,78,"Komunikasi, Python",ML Engineer,Magister,Keuangan (CFA)
Computer Science,Tally ERP,93,Komunikasi,Operator Entri Data,Magister,Keuangan & ERP
Psychology,Creative Writing,75,Analisis Data & IT,Akuntan Junior,SMA/Sederajat,Penulisan Kreatif
Engineering,Mental Health Basics,84,Machine Learning,ML Engineer,Sarjana,Kesehatan Mental
Psychology,CFA Level 1,76,"Komunikasi, Konseling",Software Engineer,SMA/Sederajat,Keuangan (CFA)
Engineering,Creative Writing,64,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",Staf Administrasi,Magister,Penulisan Kreatif
Engineering,Creative Writing,67,"Komunikasi, Konseling, Python",Eksekutif Pemasaran,SMA/Sederajat,Penulisan Kreatif
Finance,No Certification,88,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",Akuntan Junior,Doktor,Tanpa Sertifikat
Commerce,Tally ERP,79,"Machine Learning, SQL",Akuntan Junior,Doktor,Keuangan & ERP
Finance,Mental Health Basics,95,MS Office,Operator Entri Data,SMA/Sederajat,Kesehatan Mental
Commerce,Creative Writing,69,"Keuangan & Akuntansi, Konseling, Python",Financial Analyst,Magister,Penulisan Kreatif
Psychology,Digital Marketing,68,"Komunikasi, Konseling, Machine Learning",Ilmuwan Peneliti,SMA/Sederajat,Pemasaran Digital
Arts,CFA Level 1,71,"MS Office, Machine Learning",Akuntan Junior,SMA/Sederajat,Keuangan (CFA)
Science,CFA Level 1,69,"Komunikasi, Konseling",Eksekutif Pemasaran,Doktor,Keuangan (CFA)
Finance,Mental Health Basics,95,"Keuangan & Akuntansi, Pemasaran",Financial Analyst,Magister,Kesehatan Mental
Psychology,Tally ERP,79,"Keuangan & Akuntansi, Pemasaran",Akuntan Junior,Magister,Keuangan & ERP
Arts,No Certification,63,Machine Learning,Operator Entri Data,Sarjana,Tanpa Sertifikat
Arts,Google Data Analytics,60,"Keuangan & Akuntansi, Konseling",Akuntan Junior,SMA/Sederajat,Analisis Data Google
Arts,No Certification,80,Komunikasi,Konselor Sekolah,Magister,Tanpa Sertifikat
Computer Science,Tally ERP,91,SQL,ML Engineer,Doktor,Keuangan & ERP
Finance,Creative Writing,65,"Machine Learning, Python, SQL",Akuntan Junior,SMA/Sederajat,Penulisan Kreatif
Engineering,CFA Level 1,60,"Analisis Data & IT, Pemasaran",Konselor Sekolah,Sarjana,Keuangan (CFA)
Engineering,Tally ERP,67,Analisis Data & IT,Software Engineer,Magister,Keuangan & ERP
Business,Creative Writing,69,"Analisis Data & IT, Keuangan & Akuntansi, Konseling",ML Engineer,Magister,Penulisan Kreatif
Finance,CFA Level 1,95,Machine Learning,Akademisi/Dosen,SMA/Sederajat,Keuangan (CFA)
Commerce,No Certification,62,Python,Akademisi/Dosen,Magister,Tanpa Sertifikat
Computer Science,Creative Writing,88,"Analisis Data & IT, Python",ML Engineer,SMA/Sederajat,Penulisan Kreatif
Arts,Google Data Analytics,66,SQL,ML Engineer,SMA/Sederajat,Analisis Data Google
Engineering,Creative Writing,63,"Pemasaran, Python, SQL",Akademisi/Dosen,Sarjana,Penulisan Kreatif
Business,Digital Marketing,74,Analisis Data & IT,Staf Administrasi,Doktor,Pemasaran Digital
Computer Science,Mental Health Basics,87,"Keuangan & Akuntansi, SQL",Software Engineer,SMA/Sederajat,Kesehatan Mental
Psychology,AWS Certified,79,Pemasaran,Akademisi/Dosen,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,CFA Level 1,67,"MS Office, Python",Staf Administrasi,Sarjana,Keuangan (CFA)
Science,No Certification,78,"Komunikasi, Pemasaran",Ilmuwan Peneliti,Magister,Tanpa Sertifikat
Computer Science,CFA Level 1,67,"Keuangan & Akuntansi, MS Office, Machine Learning",Business Analyst,SMA/Sederajat,Keuangan (CFA)
Psychology,Google Data Analytics,86,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Akuntan Junior,Sarjana,Analisis Data Google
Arts,No Certification,85,"Konseling, SQL",Konselor Sekolah,Magister,Tanpa Sertifikat
Arts,Tally ERP,74,"Analisis Data & IT, MS Office, Python",Konselor Sekolah,Magister,Keuangan & ERP
Business,Mental Health Basics,83,"Konseling, Machine Learning, SQL",ML Engineer,Sarjana,Kesehatan Mental
Arts,AWS Certified,78,"Analisis Data & IT, Konseling, Python",Financial Analyst,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Creative Writing,95,Python,Staf Administrasi,Magister,Penulisan Kreatif
Engineering,Google Data Analytics,92,Analisis Data & IT,Eksekutif Pemasaran,SMA/Sederajat,Analisis Data Google
Business,Mental Health Basics,90,"Komunikasi, Machine Learning, SQL",Staf Administrasi,SMA/Sederajat,Kesehatan Mental
Commerce,CFA Level 1,69,"MS Office, SQL",Staf Administrasi,SMA/Sederajat,Keuangan (CFA)
Business,Mental Health Basics,82,"Keuangan & Akuntansi, Konseling, SQL",Financial Analyst,Doktor,Kesehatan Mental
Commerce,No Certification,86,"Analisis Data & IT, MS Office, Python",Konselor Sekolah,Sarjana,Tanpa Sertifikat
Engineering,Digital Marketing,68,Komunikasi,Staf Administrasi,SMA/Sederajat,Pemasaran Digital
Finance,Digital Marketing,89,Keuangan & Akuntansi,Staf Administrasi,SMA/Sederajat,Pemasaran Digital
Psychology,Creative Writing,80,"Keuangan & Akuntansi, Machine Learning, Python",Software Engineer,SMA/Sederajat,Penulisan Kreatif
Business,Mental Health Basics,68,"Analisis Data & IT, MS Office",Ilmuwan Peneliti,SMA/Sederajat,Kesehatan Mental
Computer Science,AWS Certified,81,"Keuangan & Akuntansi, Machine Learning",Asisten Penjualan,SMA/Sederajat,Cloud bersertifikat (AWS)
Commerce,Creative Writing,60,Pemasaran,Software Engineer,SMA/Sederajat,Penulisan Kreatif
Finance,Digital Marketing,62,SQL,Staf Administrasi,Magister,Pemasaran Digital
Arts,Google Data Analytics,64,SQL,Konselor Sekolah,Sarjana,Analisis Data Google
Finance,CFA Level 1,91,Python,Staf Administrasi,Magister,Keuangan (CFA)
Commerce,Mental Health Basics,73,Analisis Data & IT,ML Engineer,Magister,Kesehatan Mental
Arts,Mental Health Basics,70,"Keuangan & Akuntansi, Komunikasi, SQL",Software Engineer,SMA/Sederajat,Kesehatan Mental
Engineering,Creative Writing,69,"Keuangan & Akuntansi, Pemasaran",Ilmuwan Peneliti,SMA/Sederajat,Penulisan Kreatif
Computer Science,Mental Health Basics,64,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,SMA/Sederajat,Kesehatan Mental
Computer Science,Mental Health Basics,73,"Komunikasi, MS Office",Financial Analyst,SMA/Sederajat,Kesehatan Mental
Business,AWS Certified,67,"Keuangan & Akuntansi, Konseling",Eksekutif Pemasaran,Doktor,Cloud bersertifikat (AWS)
Engineering,CFA Level 1,69,"MS Office, Pemasaran, SQL",Staf Administrasi,Sarjana,Keuangan (CFA)
Business,AWS Certified,76,Keuangan & Akuntansi,Software Engineer,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,Mental Health Basics,73,"Analisis Data & IT, Keuangan & Akuntansi, Python",Staf Administrasi,SMA/Sederajat,Kesehatan Mental
Commerce,Mental Health Basics,87,"Keuangan & Akuntansi, MS Office, Python",Operator Entri Data,Doktor,Kesehatan Mental
Finance,Creative Writing,76,"MS Office, Machine Learning",Akuntan Junior,SMA/Sederajat,Penulisan Kreatif
Engineering,Mental Health Basics,60,"Analisis Data & IT, Keuangan & Akuntansi",Akademisi/Dosen,SMA/Sederajat,Kesehatan Mental
Science,Tally ERP,75,Keuangan & Akuntansi,Asisten Penjualan,SMA/Sederajat,Keuangan & ERP
Commerce,Digital Marketing,94,"Analisis Data & IT, Keuangan & Akuntansi, Konseling",Eksekutif Pemasaran,Doktor,Pemasaran Digital
Science,CFA Level 1,71,"MS Office, SQL",ML Engineer,SMA/Sederajat,Keuangan (CFA)
Finance,Mental Health Basics,83,SQL,Financial Analyst,Magister,Kesehatan Mental
Business,Google Data Analytics,62,"Keuangan & Akuntansi, Komunikasi, Python",Akuntan Junior,Magister,Analisis Data Google
Psychology,Google Data Analytics,75,"Keuangan & Akuntansi, Python",Software Engineer,SMA/Sederajat,Analisis Data Google
Engineering,AWS Certified,90,SQL,Staf Administrasi,Doktor,Cloud bersertifikat (AWS)
Business,Tally ERP,74,"Keuangan & Akuntansi, Komunikasi, Python",Business Analyst,Doktor,Keuangan & ERP
Commerce,Tally ERP,63,"Analisis Data & IT, Komunikasi, Konseling",Financial Analyst,Sarjana,Keuangan & ERP
Arts,No Certification,82,"Komunikasi, MS Office",Ilmuwan Peneliti,Doktor,Tanpa Sertifikat
Business,AWS Certified,93,MS Office,Eksekutif Pemasaran,Doktor,Cloud bersertifikat (AWS)
Finance,No Certification,72,"MS Office, Python, SQL",Akuntan Junior,Sarjana,Tanpa Sertifikat
Engineering,Digital Marketing,80,"Keuangan & Akuntansi, Konseling, SQL",Software Engineer,SMA/Sederajat,Pemasaran Digital
Commerce,Creative Writing,77,"Komunikasi, MS Office, Pemasaran",Eksekutif Pemasaran,Doktor,Penulisan Kreatif
Arts,Digital Marketing,65,"Keuangan & Akuntansi, Konseling, MS Office",Business Analyst,SMA/Sederajat,Pemasaran Digital
Arts,AWS Certified,64,Konseling,Konselor Sekolah,Doktor,Cloud bersertifikat (AWS)
Psychology,AWS Certified,85,"Komunikasi, Konseling, Pemasaran",Asisten Penjualan,SMA/Sederajat,Cloud bersertifikat (AWS)
Computer Science,Mental Health Basics,89,"Komunikasi, Machine Learning",Konselor Sekolah,Doktor,Kesehatan Mental
Psychology,Mental Health Basics,92,Pemasaran,Konselor Sekolah,SMA/Sederajat,Kesehatan Mental
Commerce,CFA Level 1,71,Python,Staf Administrasi,Magister,Keuangan (CFA)
Science,No Certification,83,"Analisis Data & IT, Komunikasi, Machine Learning",Ilmuwan Peneliti,SMA/Sederajat,Tanpa Sertifikat
Computer Science,Digital Marketing,90,"Machine Learning, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Pemasaran Digital
Psychology,CFA Level 1,61,Keuangan & Akuntansi,Staf Administrasi,Doktor,Keuangan (CFA)
Arts,Creative Writing,93,"Keuangan & Akuntansi, Komunikasi, Python",Eksekutif Pemasaran,SMA/Sederajat,Penulisan Kreatif
Science,Tally ERP,79,"Komunikasi, MS Office",Staf Administrasi,SMA/Sederajat,Keuangan & ERP
Science,AWS Certified,75,"Keuangan & Akuntansi, Komunikasi",Konselor Sekolah,Sarjana,Cloud bersertifikat (AWS)
Commerce,AWS Certified,77,Keuangan & Akuntansi,Staf Administrasi,SMA/Sederajat,Cloud bersertifikat (AWS)
Computer Science,Google Data Analytics,93,"Konseling, MS Office, SQL",Ilmuwan Peneliti,Sarjana,Analisis Data Google
Arts,Digital Marketing,85,"Keuangan & Akuntansi, SQL",Akademisi/Dosen,Magister,Pemasaran Digital
Engineering,Digital Marketing,83,"Komunikasi, Machine Learning, SQL",Akuntan Junior,SMA/Sederajat,Pemasaran Digital
Commerce,AWS Certified,72,"Analisis Data & IT, Python",Konselor Sekolah,SMA/Sederajat,Cloud bersertifikat (AWS)
Arts,No Certification,66,"Keuangan & Akuntansi, SQL",Staf Administrasi,Sarjana,Tanpa Sertifikat
Business,Google Data Analytics,87,"Keuangan & Akuntansi, Konseling",Ilmuwan Peneliti,Magister,Analisis Data Google
Computer Science,AWS Certified,74,Python,Software Engineer,Magister,Cloud bersertifikat (AWS)
Engineering,Digital Marketing,65,"MS Office, SQL",Eksekutif Pemasaran,Magister,Pemasaran Digital
Engineering,No Certification,80,"Analisis Data & IT, Pemasaran",Staf Administrasi,SMA/Sederajat,Tanpa Sertifikat
Business,Google Data Analytics,91,Python,ML Engineer,Sarjana,Analisis Data Google
Commerce,Mental Health Basics,68,Machine Learning,Financial Analyst,Doktor,Kesehatan Mental
Business,Digital Marketing,71,"Analisis Data & IT, MS Office, SQL",ML Engineer,Sarjana,Pemasaran Digital
Business,Mental Health Basics,77,MS Office,Asisten Penjualan,Sarjana,Kesehatan Mental
Engineering,AWS Certified,92,"Analisis Data & IT, SQL",Akademisi/Dosen,SMA/Sederajat,Cloud bersertifikat (AWS)
Business,Google Data Analytics,69,"Komunikasi, MS Office",Ilmuwan Peneliti,SMA/Sederajat,Analisis Data Google
Science,AWS Certified,75,"Analisis Data & IT, Konseling",Konselor Sekolah,Magister,Cloud bersertifikat (AWS)
Finance,CFA Level 1,66,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Software Engineer,SMA/Sederajat,Keuangan (CFA)
Commerce,Tally ERP,65,"Konseling, SQL",ML Engineer,Magister,Keuangan & ERP
Arts,No Certification,67,"Komunikasi, Konseling",Operator Entri Data,Magister,Tanpa Sertifikat
Commerce,Creative Writing,64,Python,Software Engineer,SMA/Sederajat,Penulisan Kreatif
Science,Tally ERP,89,"Keuangan & Akuntansi, MS Office",Financial Analyst,SMA/Sederajat,Keuangan & ERP
Psychology,No Certification,70,"Keuangan & Akuntansi, Pemasaran",Ilmuwan Peneliti,Sarjana,Tanpa Sertifikat
Business,Google Data Analytics,86,Keuangan & Akuntansi,Akuntan Junior,Doktor,Analisis Data Google
Science,Digital Marketing,85,"Keuangan & Akuntansi, Komunikasi, Konseling",Asisten Penjualan,SMA/Sederajat,Pemasaran Digital
Arts,Google Data Analytics,81,Keuangan & Akuntansi,Operator Entri Data,SMA/Sederajat,Analisis Data Google
Science,Google Data Analytics,75,"Keuangan & Akuntansi, Komunikasi",Akuntan Junior,SMA/Sederajat,Analisis Data Google
Computer Science,No Certification,91,"Keuangan & Akuntansi, Komunikasi, Python",Financial Analyst,Sarjana,Tanpa Sertifikat
Computer Science,Digital Marketing,92,Keuangan & Akuntansi,Akademisi/Dosen,Doktor,Pemasaran Digital
Science,Creative Writing,90,"Machine Learning, SQL",Business Analyst,Doktor,Penulisan Kreatif
Business,Digital Marketing,60,Konseling,Akademisi/Dosen,Doktor,Pemasaran Digital
Psychology,AWS Certified,95,MS Office,Eksekutif Pemasaran,Sarjana,Cloud bersertifikat (AWS)
Business,AWS Certified,78,Konseling,Eksekutif Pemasaran,Magister,Cloud bersertifikat (AWS)
Commerce,No Certification,72,"Keuangan & Akuntansi, Konseling",Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
