jenis_kelamin,jurusan_s1,spesialisasi_s1,minat,keterampilan,judul_sertifikasi,pekerjaan_pertama,ipk_s1,profil_lengkap
Female,Sarjana Sains,Aplikasi Komputer,Cloud Computing,Java; Python; SQL,"Linux,Git",Software,3.4,Sarjana Sains | Aplikasi Komputer | Cloud Computing | Java; Python; SQL | Software
Female,Sarjana Teknik,Statistics,Penelitian; Analisis Data; Pengembangan Web; Social Media Marketing; Social Causes; Industires; Sports Industry,Aws; Berpikir Kritis; C++; Cloud Computing; Content Creation; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Java; Kepemimpinan; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mass Communication; Matlab; Negotiation Skills; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; Salesforce Admin; Sap,Salesforce Admin,Salesforce Admin,3.23,Sarjana Teknik | Statistics | Research;Data Analytics;Web Development;Social Media Marketing;Social Causes;Industires;Sports Industry | Aws; Berpikir Kritis; C++; Cloud Computing; Content Creation; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Java; Kepemimpinan; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mass Communication; Matlab; Negotiation Skills; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; Salesforce Admin; Sap | Salesforce Admin
Female,Sarjana Sains,Teknologi Informasi,Penelitian; Kepemerintahan,Medical Knowledge,No,Tidak Tersedia,3.04,Sarjana Sains | Teknologi Informasi | Research;Govt. Job | Medical Knowledge | Tidak Tersedia
Female,Sarjana Sains,Teknologi Informasi,Analisis Keuangan; Penelitian; Analisis Data; Ilmuwan Data,Berpikir Analitis; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau),"Python For Data Science,Data Analysis With Python",Tidak Tersedia,3.34,Sarjana Sains | Teknologi Informasi | Financial Analysis;Research;Data Analytics;Data Scientist | Berpikir Analitis; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Female,Sarjana Sains,Teknik Informatika,Data Analyst,Berpikir Analitis; Keterampilan Komunikasi; Ml; Python; SQL; Visualisasi Data (Power BI/Tableau),"Python For Data Science By Ibm,Data Analysis Using Python By Ibm",Data Analyst,3.34,Sarjana Sains | Teknik Informatika | Data Analyst | Berpikir Analitis; Keterampilan Komunikasi; Ml; Python; SQL; Visualisasi Data (Power BI/Tableau) | Data Analyst
Female,Sarjana Ekonomi,Teknik Informatika,Penjualan/Pemasaran; Sports Industry; Customer Care,Social Media Marketing,No,Tidak Tersedia,2.89,Sarjana Ekonomi | Teknik Informatika | Sales/Marketing;Sports Industry;Customer Care | Social Media Marketing | Tidak Tersedia
Male,Sarjana Teknik,Electronics And Communication Engineering,Pengembangan Web; Information Technology; Blockchain,Amazon Web Services (Aws)Docker; Big Data Analytics; Cloud Computing; Git; Jenkins; Kubernetes; Microsoft Azure; Mysql; Powershell,"Z-304 Microsoft Azure Architect Design;
Microsoft Certified: Azure Solutions Architect Expert;
Aws Certified Solutions Architect – Associate;
Azure Fundamentals: Az-900 Certification;
 Microsoft Poweshell;",Cloud Engineer,3.18,"Sarjana Teknik | Electronics And Communication Engineering | Web Development,Information Technology,Blockchain | Amazon Web Services (Aws)Docker; Big Data Analytics; Cloud Computing; Git; Jenkins; Kubernetes; Microsoft Azure; Mysql; Powershell | Cloud Engineer"
Male,Sarjana Ekonomi,Teknik Informatika,Analisis Keuangan,Akuntansi; Berpikir Analitis; Berpikir Kritis; Cost Accounting; Java; Keterampilan Komunikasi; Mendengarkan Aktif; Microsoft Excel,No,Mahasiswa (Belum Bekerja),3.32,Sarjana Ekonomi | Teknik Informatika | Financial Analysis | Akuntansi; Berpikir Analitis; Berpikir Kritis; Cost Accounting; Java; Keterampilan Komunikasi; Mendengarkan Aktif; Microsoft Excel | Student (Unemployed)
Male,Sarjana Sains,Coding,Teknologi,Keterampilan Komunikasi; Visualisasi Data (Power BI/Tableau),No,Sistem Informasi Manajemen,2.69,Sarjana Sains | Coding | Technology | Keterampilan Komunikasi; Visualisasi Data (Power BI/Tableau) | Mis
Male,Sarjana Sains,Teknik Informatika,Teknologi,Problem Solving Skills; SQL,No,Tidak Tersedia,3.23,Sarjana Sains | Teknik Informatika | Technology | Problem Solving Skills; SQL | Nothing
Male,Sarjana Teknik,Ilmu Komputer,Analisis Keuangan; Teknologi,C++; Java; Kecerdasan Buatan; Linux; SQL,No,Mahasiswa (Belum Bekerja),2.28,"Sarjana Teknik | Ilmu Komputer | Financial Analysis, Technology | C++; Java; Kecerdasan Buatan; Linux; SQL | Student (Unemployed)"
